Hyderabad,24.23,94,3.09,haze,2024-10-01 21:48:10.312613
Hyderabad,24.23,94,3.09,haze,2024-10-01 21:58:07.755435
Hyderabad,24.23,94,2.57,haze,2024-10-01 22:05:27.953990
Hyderabad,24.23,94,2.57,haze,2024-10-01 22:06:50.253408
Hyderabad,26.73,83,2.06,mist,2024-10-01 22:10:04.615059
Hyderabad,24.23,94,2.06,haze,2024-10-01 22:21:15.722270
Hyderabad,26.73,83,2.06,mist,2024-10-01 22:24:11.551572
Hyderabad,24.23,94,2.06,haze,2024-10-01 22:32:26.767337
Hyderabad,24.23,94,2.06,haze,2024-10-01 22:37:12.211128
